Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response
How to Be a Player,1997,R,06 Aug 1997,93 min,Comedy,Lionel C. Martin,"Mark Brown, Demetria Johnson","Bill Bellamy, Natalie Desselle Reid, Lark Voorhies",A playboy gets the tables turned on him when a party is arranged with all of the women he has been two-timing are in attendance.,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BNGVlNGVkMDgtMmMzYy00OWM4LThjMjYtMDczMmYwYzMxZWVjXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '14%'}]",N/A,5.3,"9,411",tt0119326,movie,N/A,"$14,009,368",N/A,N/A,True
Living Out Loud,1998,R,06 Nov 1998,100 min,"Comedy, Drama, Romance",Richard LaGravenese,Richard LaGravenese,"Holly Hunter, Danny DeVito, Queen Latifah","Judith Nelson quit her medical studies to marry. Years later, her husband, a physician, divorces her to be with another doctor. Deeply frustrated, she now lives alone in her luxury apartment in New York, looking for a new meaning ...",English,United States,5 nominations,https://m.media-amazon.com/images/M/MV5BMTUzNjUzMzk3Ml5BMl5BanBnXkFtZTcwNDk5MDEyMQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '60%'}, {'Source': 'Metacritic', 'Value': '64/100'}]",64,6.5,"5,115",tt0120722,movie,N/A,"$12,905,901",N/A,N/A,True
Just Wright,2010,PG,14 May 2010,100 min,"Comedy, Romance, Sport",Sanaa Hamri,Michael Elliot,"Queen Latifah, Common, Paula Patton",A physical therapist falls for the basketball player she is helping recover from a career-threatening injury.,English,United States,1 win & 11 nominations total,https://m.media-amazon.com/images/M/MV5BMTQ5MTcxODQwNF5BMl5BanBnXkFtZTcwNDk1MjQyMw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '47%'}, {'Source': 'Metacritic', 'Value': '51/100'}]",51,5.9,"16,092",tt1407061,movie,N/A,"$21,540,363",N/A,N/A,True
Rachel Getting Married,2008,R,31 Oct 2008,113 min,"Drama, Romance",Jonathan Demme,Jenny Lumet,"Anne Hathaway, Rosemarie DeWitt, Debra Winger",A young woman who has been in and out of rehab for the past ten years returns home for the weekend for her sister's wedding.,English,United States,Nominated for 1 Oscar. 32 wins & 65 nominations total,https://m.media-amazon.com/images/M/MV5BMTU4MTQ0MzQwOF5BMl5BanBnXkFtZTcwODY1NDI5MQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '85%'}, {'Source': 'Metacritic', 'Value': '85/100'}]",85,6.7,"52,070",tt1084950,movie,N/A,"$12,796,841",N/A,N/A,True
The Postman Always Rings Twice,1981,R,20 Mar 1981,122 min,"Crime, Drama, Romance",Bob Rafelson,"David Mamet, James M. Cain","Jack Nicholson, Jessica Lange, John Colicos","The sensuous wife of a roadside diner proprietor and a rootless drifter begin a sordid, steamy affair and conspire to murder her Greek husband.","English, Greek","West Germany, United States",1 win & 2 nominations total,https://m.media-amazon.com/images/M/MV5BZjU1NTc4MzgtMWE5Ny00MDg4LTg5N2UtMjEyZDE3MmIzYmU2XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '79%'}, {'Source': 'Metacritic', 'Value': '61/100'}]",61,6.6,"26,696",tt0082934,movie,N/A,"$12,376,625",N/A,N/A,True
Girl with a Pearl Earring,2003,PG-13,30 Jan 2004,100 min,"Biography, Drama, Romance",Peter Webber,"Tracy Chevalier, Olivia Hetreed","Scarlett Johansson, Colin Firth, Tom Wilkinson",A young peasant maid working in the house of painter Johannes Vermeer becomes his talented assistant and the model for one of his most famous works.,English,"United Kingdom, Luxembourg, France, Belgium, United States",Nominated for 3 Oscars. 19 wins & 46 nominations total,https://m.media-amazon.com/images/M/MV5BYTQ0MGU5ODEtYTg5NC00N2MyLTkyMGQtOWJhYzMwNGU3MzEzXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '73%'}, {'Source': 'Metacritic', 'Value': '72/100'}]",72,6.9,"83,988",tt0335119,movie,N/A,"$11,670,971",N/A,N/A,True
Das Boot,1981,R,10 Feb 1982,149 min,"Drama, War",Wolfgang Petersen,"Wolfgang Petersen, Lothar G. Buchheim","Jürgen Prochnow, Herbert Grönemeyer, Klaus Wennemann",A German U-boat stalks the frigid waters of the North Atlantic as its young crew experience the sheer terror and claustrophobic life of a submariner in World War II.,German,West Germany,Nominated for 6 Oscars. 13 wins & 12 nominations total,https://m.media-amazon.com/images/M/MV5BNGU0MWZlMTUtM2Y3Ny00NGNmLWE5NmEtN2YxOWQzMGM3ZWYzXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '98%'}, {'Source': 'Metacritic', 'Value': '85/100'}]",85,8.4,"273,687",tt0082096,movie,N/A,"$11,487,676",N/A,N/A,True
The Alamo,2004,PG-13,09 Apr 2004,137 min,"Drama, History, War",John Lee Hancock,"Leslie Bohem, Stephen Gaghan, John Lee Hancock","Dennis Quaid, Billy Bob Thornton, Emilio Echevarría","Based on the 1836 standoff between a group of Texan and Tejano men, led by Davy Crockett and Jim Bowie, and Mexican dictator Santa Anna's forces at the Alamo in San Antonio Texas.","English, Spanish",United States,1 nomination total,https://m.media-amazon.com/images/M/MV5BMTAzOTQ5Nzg4MzheQTJeQWpwZ15BbWU2MDQwODAxNw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Metacritic', 'Value': '47/100'}]",47,6.1,"22,911",tt0318974,movie,28 Sep 2004,"$22,414,961",N/A,N/A,True
Sorority Boys,2002,R,22 Mar 2002,93 min,Comedy,Wallace Wolodarsky,"Joe Jarvis, Greg Coolidge","Barry Watson, Harland Williams, Michael Rosenbaum","Strapped for cash, three fraternity playboys make one last attempt to live the high life - cheaply - by masquerading as girls. But their chauvinistic ways come back to haunt them as they get a crash course in the opposite sex.","English, Indonesian",United States,1 win & 1 nomination,https://m.media-amazon.com/images/M/MV5BMTA1ODMxODQ1MjheQTJeQWpwZ15BbWU2MDM2MjE3Ng@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '12%'}, {'Source': 'Metacritic', 'Value': '25/100'}]",25,5.5,"16,450",tt0279781,movie,N/A,"$10,200,032",N/A,N/A,True
About Time,2013,R,08 Nov 2013,123 min,"Comedy, Drama, Fantasy",Richard Curtis,Richard Curtis,"Domhnall Gleeson, Rachel McAdams, Bill Nighy","At the age of 21, Tim discovers he can travel in time and change what happens and has happened in his own life. His decision to make his world a better place by getting a girlfriend turns out not to be as easy as you might think.",English,"United States, United Kingdom",3 wins & 9 nominations total,https://m.media-amazon.com/images/M/MV5BMTA1ODUzMDA3NzFeQTJeQWpwZ15BbWU3MDgxMTYxNTk@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '71%'}, {'Source': 'Metacritic', 'Value': '55/100'}]",55,7.8,"412,143",tt2194499,movie,N/A,"$15,322,921",N/A,N/A,True
House of Flying Daggers,2004,PG-13,14 Jan 2005,119 min,"Action, Adventure, Drama",Yimou Zhang,"Feng Li, Bin Wang, Yimou Zhang","Ziyi Zhang, Takeshi Kaneshiro, Andy Lau","A romantic police captain breaks a beautiful member of a rebel group out of prison to help her rejoin her fellows, but things are not what they seem.",Mandarin,"China, Hong Kong",Nominated for 1 Oscar. 26 wins & 74 nominations total,https://m.media-amazon.com/images/M/MV5BYWZlZjQwMjUtNGI5Ny00ODg4LTg0Y2UtODkxYmYxM2IxNjgzXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '87%'}, {'Source': 'Metacritic', 'Value': '89/100'}]",89,7.5,"117,624",tt0385004,movie,N/A,"$11,050,094",N/A,N/A,True
Arbitrage,2012,R,14 Sep 2012,107 min,"Drama, Thriller",Nicholas Jarecki,Nicholas Jarecki,"Richard Gere, Susan Sarandon, Brit Marling",A critical error forces a hedge fund magnate to seek help from an unlikely source.,English,"United States, Poland",4 wins & 6 nominations total,https://m.media-amazon.com/images/M/MV5BODU5ODYyNzM1MF5BMl5BanBnXkFtZTcwNDEwNTQwOA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '87%'}, {'Source': 'Metacritic', 'Value': '73/100'}]",73,6.6,"56,184",tt1764183,movie,N/A,"$7,919,574",N/A,N/A,True
Project Almanac,2015,PG-13,30 Jan 2015,106 min,"Drama, Mystery, Sci-Fi",Dean Israelite,"Jason Pagan, Andrew Deutschman","Amy Landecker, Sofia Black-D'Elia, Virginia Gardner","A group of teens discovers secret plans for a time machine, and construct one. However, things start to get out of control.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMTUxMjQ2NjI4OV5BMl5BanBnXkFtZTgwODc2NjUwNDE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '38%'}, {'Source': 'Metacritic', 'Value': '47/100'}]",47,6.4,"85,984",tt2436386,movie,N/A,"$22,348,241",N/A,N/A,True
Cadillac Records,2008,R,05 Dec 2008,109 min,"Biography, Drama, Music",Darnell Martin,Darnell Martin,"Adrien Brody, Jeffrey Wright, Beyoncé",Chronicles the rise of Chess Records and its recording artists.,English,United States,6 wins & 22 nominations,https://m.media-amazon.com/images/M/MV5BMTIzMzA5MTgzN15BMl5BanBnXkFtZTcwNzUxMzIwMg@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '66%'}, {'Source': 'Metacritic', 'Value': '65/100'}]",65,7.0,"23,480",tt1042877,movie,N/A,"$8,195,551",N/A,N/A,True
Screwed,2000,PG-13,12 May 2000,81 min,"Comedy, Crime","Scott Alexander, Larry Karaszewski","Scott Alexander, Larry Karaszewski","Norm MacDonald, Dave Chappelle, Elaine Stritch","A chauffeur kidnaps his rich boss's dog to hold it for ransom, but when she accidentally gets the dog back, she thinks that it's the chauffeur who's been kidnapped.",English,"United States, Canada",N/A,https://m.media-amazon.com/images/M/MV5BYjdhMjI5MWQtZThhNi00NTRkLTgzZWUtZmFhNTRiZTk5M2UzXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '10%'}, {'Source': 'Metacritic', 'Value': '7/100'}]",7,5.7,"9,792",tt0156323,movie,N/A,"$7,027,345",N/A,N/A,True
The Hidden Fortress,1958,Not Rated,06 Oct 1960,126 min,"Adventure, Drama",Akira Kurosawa,"Ryûzô Kikushima, Hideo Oguni, Shinobu Hashimoto","Toshirô Mifune, Misa Uehara, Minoru Chiaki","Lured by gold, two greedy peasants unknowingly escort a princess and her general across enemy lines.",Japanese,Japan,4 wins & 1 nomination total,https://m.media-amazon.com/images/M/MV5BOGNmMGQ4YTQtYjA2My00ZDMyLWIzYzYtYmNhOGRjM2RjNTZjXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '96%'}, {'Source': 'Metacritic', 'Value': '89/100'}]",89,8.0,"43,933",tt0051808,movie,N/A,"$46,808",N/A,N/A,True
For Your Consideration,2006,PG-13,22 Nov 2006,86 min,Comedy,Christopher Guest,"Christopher Guest, Eugene Levy","Catherine O'Hara, Harry Shearer, Parker Posey","Three actors learn that their respective performances in the film ""Home for Purim,"" a drama set in the mid-1940s American South, are generating award-season buzz.","English, French",United States,3 wins & 14 nominations total,https://m.media-amazon.com/images/M/MV5BMTIxNzg0NTY4MV5BMl5BanBnXkFtZTcwNDk4NjkzMQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '53%'}, {'Source': 'Metacritic', 'Value': '68/100'}]",68,6.3,"16,357",tt0470765,movie,N/A,"$5,549,923",N/A,N/A,True
Celebrity,1998,R,20 Nov 1998,113 min,"Comedy, Drama",Woody Allen,Woody Allen,"Kenneth Branagh, Judy Davis, Leonardo DiCaprio",The fortunes of a husband and wife differ drastically after they divorce.,English,United States,1 win & 4 nominations total,https://m.media-amazon.com/images/M/MV5BMTIyZjBlZWMtMWYyNS00Yjc1LWE1NjktMGZlNzdjZTdjYWQwXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '42%'}, {'Source': 'Metacritic', 'Value': '42/100'}]",42,6.3,"28,951",tt0120533,movie,N/A,"$5,078,660",N/A,N/A,True
Running with Scissors,2006,R,27 Oct 2006,116 min,"Comedy, Drama",Ryan Murphy,"Ryan Murphy, Augusten Burroughs","Joseph Cross, Annette Bening, Brian Cox","A teenage boy comes of age in the 1970's, sent by his neurotic, pretentious mother to live with a jolly, vulgar psychiatrist and his eccentric extended family.",English,United States,3 wins & 7 nominations,https://m.media-amazon.com/images/M/MV5BMTIwOTU2NjE0N15BMl5BanBnXkFtZTcwMTg2MDUzMQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '32%'}, {'Source': 'Metacritic', 'Value': '52/100'}]",52,6.1,"23,329",tt0439289,movie,N/A,"$7,022,827",N/A,N/A,True
From Justin to Kelly,2003,PG,20 Jun 2003,81 min,"Comedy, Music, Musical",Robert Iscove,Kim Fuller,"Kelly Clarkson, Justin Guarini, Katherine Bailess","A waitress from Texas and a college student from Pennsylvania meet during spring break in Fort Lauderdale, Florida and come together through their shared love of singing.",English,United States,3 wins & 19 nominations total,https://m.media-amazon.com/images/M/MV5BOTUzM2FhYjYtNzZiMi00ZDNhLWFkYzItNTBjZGQ0ODZiZDNkXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '1.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '8%'}, {'Source': 'Metacritic', 'Value': '14/100'}]",14,1.9,"27,172",tt0339034,movie,N/A,"$4,928,883",N/A,N/A,True
Girl 6,1996,R,22 Mar 1996,108 min,"Comedy, Drama",Spike Lee,Suzan-Lori Parks,"Theresa Randle, Isaiah Washington, Spike Lee",An aspiring actress disappointed by her treatment in the movie industry turns to phone sex to make a living.,English,United States,1 nomination,https://m.media-amazon.com/images/M/MV5BNDkwNDU4ZDMtZTRhYy00ZGY4LThlMTUtNDQ2ZGE3YWQwM2U4XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '39%'}, {'Source': 'Metacritic', 'Value': '44/100'}]",44,5.3,"6,711",tt0116414,movie,N/A,"$4,939,939",N/A,N/A,True
In the Cut,2003,R,31 Oct 2003,119 min,"Mystery, Thriller",Jane Campion,"Jane Campion, Susanna Moore, Stavros Kazantzidis","Meg Ryan, Mark Ruffalo, Jennifer Jason Leigh","New York City writing professor, Frannie Avery, has an affair with a police detective who is investigating the murder of a beautiful young woman in her neighborhood.",English,"United Kingdom, Australia, France, United States",1 win & 2 nominations,https://m.media-amazon.com/images/M/MV5BM2VhYTA4NzctMzUyZC00NWUwLWI3M2QtODM5OTZkMWY1ODZiXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '35%'}, {'Source': 'Metacritic', 'Value': '47/100'}]",47,5.4,"26,960",tt0199626,movie,N/A,"$4,750,602",N/A,N/A,True
Two Lovers,2008,R,20 Mar 2009,110 min,"Drama, Romance",James Gray,"James Gray, Ric Menello","Joaquin Phoenix, Gwyneth Paltrow, Vinessa Shaw",A Brooklyn-set romantic drama about a bachelor torn between the family friend his parents wish he would marry and his beautiful but volatile new neighbor.,English,"France, United States",3 wins & 18 nominations total,https://m.media-amazon.com/images/M/MV5BMTIzNzIzMzc2Ml5BMl5BanBnXkFtZTcwNDE2MjAyMg@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '81%'}, {'Source': 'Metacritic', 'Value': '74/100'}]",74,7.0,"44,360",tt1103275,movie,N/A,"$3,149,034",N/A,N/A,True
Last Orders,2001,R,11 Jan 2002,109 min,Drama,Fred Schepisi,"Graham Swift, Fred Schepisi","Michael Caine, Bob Hoskins, Tom Courtenay",A group of old friends reminisce about their lives over the years after the death of one of their crew.,English,"United Kingdom, Germany",2 wins & 5 nominations,https://m.media-amazon.com/images/M/MV5BNTA2Zjk3MzItMmNlZS00MTRkLWJhNDYtYzZkMWEzN2EwMDk3XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '79%'}, {'Source': 'Metacritic', 'Value': '78/100'}]",78,6.9,"6,836",tt0253200,movie,N/A,"$2,329,631",N/A,N/A,True
The Host,2006,R,30 Mar 2007,120 min,"Drama, Horror, Sci-Fi",Bong Joon Ho,"Bong Joon Ho, Won-jun Ha, Chul-hyun Baek","Song Kang-ho, Byun Hee-Bong, Park Hae-il",A monster emerges from Seoul's Han River and begins attacking people. One victim's loving family does what it can to rescue her from its clutches.,"Korean, English","South Korea, Japan",29 wins & 36 nominations total,https://m.media-amazon.com/images/M/MV5BMTQzYzI1MDAtYzVkOC00N2U1LThmNzYtNmYyNDg5MzQwYjEwXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '93%'}, {'Source': 'Metacritic', 'Value': '85/100'}]",85,7.1,"136,559",tt0468492,movie,N/A,"$2,201,923",N/A,N/A,True
The Pursuit of D.B. Cooper,1981,PG,13 Nov 1981,100 min,"Adventure, Crime, Drama","Roger Spottiswoode, Buzz Kulik","J.D. Reed, Jeffrey Alan Fiskin, Ron Shelton","Robert Duvall, Treat Williams, Kathryn Harrold","D.B. Cooper parachutes with his stolen money and proceeds to contact his wife. Meanwhile, his former army sergeant, who now works as an insurance investigator, manages to identify him and decides to track him down.","English, Spanish",United States,1 win total,https://m.media-amazon.com/images/M/MV5BODM3NjM0YzYtN2FkNy00MTVmLTk0YzAtZTY2OTFjZWVhNzFjXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}]",N/A,5.6,"1,514",tt0082958,movie,N/A,"$3,702,028",N/A,N/A,True
Ravenous,1999,R,19 Mar 1999,101 min,"Adventure, Drama, Horror",Antonia Bird,Ted Griffin,"Guy Pearce, Robert Carlyle, David Arquette","In a remote military outpost in the 19th century, Captain John Boyd and his regiment embark on a rescue mission which takes a dark turn when they are ambushed by a sadistic cannibal.","English, Italian, Spanish, Washoe","United Kingdom, Czech Republic, Mexico, United States",1 win & 6 nominations total,https://m.media-amazon.com/images/M/MV5BM2M3ZGIzYmYtNzQyZC00MTQwLWE0ZDQtMTk4Yjg2YWY3NGI0XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '52%'}, {'Source': 'Metacritic', 'Value': '46/100'}]",46,6.9,"44,376",tt0129332,movie,N/A,"$2,062,405",N/A,N/A,True
Charlie Bartlett,2007,R,22 Feb 2008,97 min,"Comedy, Drama, Romance",Jon Poll,Gustin Nash,"Anton Yelchin, Robert Downey Jr., Hope Davis",A rich kid becomes the self-appointed psychiatrist to the student body of his new high school.,English,"Canada, United States",1 win,https://m.media-amazon.com/images/M/MV5BMTUyNTgyNDI2NF5BMl5BanBnXkFtZTcwOTA2NTg1MQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '59%'}, {'Source': 'Metacritic', 'Value': '54/100'}]",54,6.9,"67,122",tt0423977,movie,N/A,"$3,951,699",N/A,N/A,True
The Great Beauty,2013,Not Rated,14 Mar 2014,141 min,Drama,Paolo Sorrentino,"Paolo Sorrentino, Umberto Contarello","Toni Servillo, Carlo Verdone, Sabrina Ferilli","Jep Gambardella has seduced his way through the lavish nightlife of Rome for decades, but after his 65th birthday and a shock from the past, Jep looks past the nightclubs and parties to find a timeless landscape of absurd, exquisi...","Italian, Japanese, Spanish, Chinese, French, Latin, German, English","Italy, France",Won 1 Oscar. 60 wins & 77 nominations total,https://m.media-amazon.com/images/M/MV5BMTQ0ODg1OTQ2Nl5BMl5BanBnXkFtZTgwNTc2MDY1MDE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '91%'}, {'Source': 'Metacritic', 'Value': '86/100'}]",86,7.7,"100,081",tt2358891,movie,N/A,"$2,852,400",N/A,N/A,True
