0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
A Passage to India,1984,PG,01 Feb 1985,164 min,"Adventure, Drama, History",David Lean,"E.M. Forster, Santha Rama Rau, David Lean","Judy Davis, Victor Banerjee, Peggy Ashcroft","Cultural mistrust and false accusations doom a friendship in British colonial India between an Indian doctor, an Englishwoman engaged to marry a city magistrate, and an English educator.","English, Hindi","United Kingdom, United States",Won 2 Oscars. 22 wins & 26 nominations total,https://m.media-amazon.com/images/M/MV5BMDg5NTFiMGQtZTBhZS00Njc5LWE4NzAtNzVkNzVlNTVlMDExXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '77%'}, {'Source': 'Metacritic', 'Value': '78/100'}]",78,7.3,"21,710",tt0087892,movie,N/A,"$27,187,653",N/A,N/A,True
Notes on a Scandal,2006,R,26 Jan 2007,92 min,"Crime, Drama, Romance",Richard Eyre,"Patrick Marber, Zoë Heller","Cate Blanchett, Judi Dench, Andrew Simpson","A veteran high school teacher befriends a younger art teacher, who is having an affair with one of her fifteen-year-old students. However, her intentions with this new ""friend"" also go well beyond a platonic friendship.","English, French","United Kingdom, United States",Nominated for 4 Oscars. 16 wins & 74 nominations total,https://m.media-amazon.com/images/M/MV5BODdhZDJjNDgtZjAxZi00ZGE2LWJiYzYtZTJhMmRmYjgzMzY0XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '87%'}, {'Source': 'Metacritic', 'Value': '73/100'}]",73,7.4,"86,909",tt0465551,movie,N/A,"$17,510,118",N/A,N/A,True
Rendition,2007,R,19 Oct 2007,122 min,"Drama, Thriller",Gavin Hood,Kelley Sane,"Reese Witherspoon, Jake Gyllenhaal, Peter Sarsgaard","When a terrorist bombing in North Africa kills 19 incl. an American, an Egyptian chemical engineer flying from South Africa to his wife in USA, is arrested upon arriving USA. He disappears. His wife asks senator for help.","English, Arabic",United States,1 win & 2 nominations total,https://m.media-amazon.com/images/M/MV5BMTk2MzcwMTIwOV5BMl5BanBnXkFtZTcwMDc4MjI1MQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '47%'}, {'Source': 'Metacritic', 'Value': '55/100'}]",55,6.8,"58,759",tt0804522,movie,N/A,"$9,736,045",N/A,N/A,True
Limitless,2011,PG-13,18 Mar 2011,105 min,"Sci-Fi, Thriller",Neil Burger,"Leslie Dixon, Alan Glynn","Bradley Cooper, Anna Friel, Abbie Cornish","A mysterious pill that enables the user to access 100% of his brain's abilities transforms a struggling writer into a financial wizard, but it also puts him in a new world with many dangers.","English, Russian, Italian, Mandarin, French",United States,2 wins & 8 nominations total,https://m.media-amazon.com/images/M/MV5BMWQ4OTQ4YzYtODlmMi00ZjA0LTg5M2QtZWUzNjA5N2NmODE5XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '68%'}, {'Source': 'Metacritic', 'Value': '59/100'}]",59,7.4,"628,391",tt1219289,movie,N/A,"$79,249,455",N/A,N/A,True
Star Trek VI: The Undiscovered Country,1991,PG,06 Dec 1991,110 min,"Action, Adventure, Sci-Fi",Nicholas Meyer,"Gene Roddenberry, Leonard Nimoy, Lawrence Konner","William Shatner, Leonard Nimoy, DeForest Kelley","On the eve of retirement, Kirk and McCoy are charged with assassinating the Klingon High Chancellor and imprisoned. The Enterprise crew must help them escape to thwart a conspiracy aimed at sabotaging the last best hope for peace.","English, Klingon",United States,Nominated for 2 Oscars. 2 wins & 9 nominations total,https://m.media-amazon.com/images/M/MV5BNDgzYjM5MWQtYTkzNy00OWZlLWEzMDctYjA5MDUyNmJhZjM5XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '83%'}, {'Source': 'Metacritic', 'Value': '65/100'}]",65,7.2,"83,124",tt0102975,movie,N/A,"$74,888,996",N/A,N/A,True
Divine Secrets of the Ya-Ya Sisterhood,2002,PG-13,07 Jun 2002,116 min,Drama,Callie Khouri,"Rebecca Wells, Mark Andrus, Callie Khouri","Sandra Bullock, Ellen Burstyn, Fionnula Flanagan","After years of mother-daughter tension, Siddalee receives a scrapbook detailing the wild adventures of the ""Ya-Yas"", her mother's girlhood friends.",English,United States,1 win & 7 nominations,https://m.media-amazon.com/images/M/MV5BMTc1MDEyOTgxNV5BMl5BanBnXkFtZTYwMjg3ODM3._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '44%'}, {'Source': 'Metacritic', 'Value': '48/100'}]",48,6.1,"21,273",tt0279778,movie,N/A,"$69,599,016",N/A,N/A,True
The Jungle Book,2016,PG,15 Apr 2016,106 min,"Animation, Action, Adventure",Jon Favreau,"Justin Marks, Rudyard Kipling","Neel Sethi, Bill Murray, Ben Kingsley","After a threat from the tiger Shere Khan forces him to flee the jungle, a man-cub named Mowgli embarks on a journey of self discovery with the help of panther Bagheera and free-spirited bear Baloo.",English,"United Kingdom, United States, New Zealand, France, Canada, India",Won 1 Oscar. 33 wins & 56 nominations total,https://m.media-amazon.com/images/M/MV5BMTc3NTUzNTI4MV5BMl5BanBnXkFtZTgwNjU0NjU5NzE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '94%'}, {'Source': 'Metacritic', 'Value': '77/100'}]",77,7.3,"299,118",tt3040964,movie,N/A,"$364,001,123",N/A,N/A,True
Kiss the Girls,1997,R,03 Oct 1997,115 min,"Crime, Drama, Mystery",Gary Fleder,"James Patterson, David Klass","Morgan Freeman, Ashley Judd, Cary Elwes",Police hunting for a serial kidnapper are helped when a victim manages to escape for the first time.,"English, Mandarin",United States,5 nominations total,https://m.media-amazon.com/images/M/MV5BZGMyYzdlYTUtNjcwNi00ZDE0LWEwNDEtN2EyMGE3OWM3Zjg0XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '34%'}, {'Source': 'Metacritic', 'Value': '46/100'}]",46,6.6,"94,662",tt0119468,movie,N/A,"$60,527,873",N/A,N/A,True
The Blues Brothers,1980,R,20 Jun 1980,133 min,"Adventure, Comedy, Crime",John Landis,"Dan Aykroyd, John Landis","John Belushi, Dan Aykroyd, Cab Calloway","Jake Blues rejoins his brother Elwood after being released from prison, but the duo has just days to reunite their old R&amp;B band and save the Catholic home where the two were raised, outrunning the police as they tear through Chicago.",English,United States,2 wins & 1 nomination total,https://m.media-amazon.com/images/M/MV5BNzI2ZDAyNjYtNzgwOS00MTRlLWE3MjUtMTI3M2VmYzQ1ZWJmXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '71%'}, {'Source': 'Metacritic', 'Value': '60/100'}]",60,7.9,"221,740",tt0080455,movie,N/A,"$57,229,890",N/A,N/A,True
The Sisterhood of the Traveling Pants 2,2008,PG-13,06 Aug 2008,119 min,"Comedy, Drama, Romance",Sanaa Hamri,"Elizabeth Chandler, Ann Brashares","America Ferrera, Alexis Bledel, Amber Tamblyn",Four college freshmen and best friends find that it may take more than a shared pair of jeans to help them stay in touch as their lives go in different directions.,"English, Greek",United States,1 nomination,https://m.media-amazon.com/images/M/MV5BMTMwNDYyMTY5Nl5BMl5BanBnXkFtZTcwNzAwMjY2MQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '66%'}, {'Source': 'Metacritic', 'Value': '63/100'}]",63,6.2,"31,129",tt1018785,movie,N/A,"$44,089,964",N/A,N/A,True
Joyful Noise,2012,PG-13,13 Jan 2012,118 min,"Comedy, Drama, Music",Todd Graff,Todd Graff,"Queen Latifah, Dolly Parton, Keke Palmer","G.G. Sparrow faces off with her choir's newly appointed director, Vi Rose Hill, over the group's direction as they head into a national competition.",English,United States,1 nomination,https://m.media-amazon.com/images/M/MV5BMjEwNjAzMzUyN15BMl5BanBnXkFtZTcwMDUxNDQxNw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '32%'}, {'Source': 'Metacritic', 'Value': '44/100'}]",44,5.7,"8,939",tt1710396,movie,N/A,"$30,932,113",N/A,N/A,True
About a Boy,2002,PG-13,17 May 2002,101 min,"Comedy, Drama, Romance","Chris Weitz, Paul Weitz","Nick Hornby, Peter Hedges, Chris Weitz","Hugh Grant, Nicholas Hoult, Toni Collette","Will, who attends single parent meetings to woo women, meets Marcus, a troubled 12-year-old boy. As they become friends, Will learns to be responsible while he helps Marcus with his studies.",English,"United Kingdom, France, United States",Nominated for 1 Oscar. 11 wins & 30 nominations total,https://m.media-amazon.com/images/M/MV5BMTQ2Mzg4MDAzNV5BMl5BanBnXkFtZTgwMjcxNTYxMTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '93%'}, {'Source': 'Metacritic', 'Value': '75/100'}]",75,7.1,"196,013",tt0276751,movie,N/A,"$41,385,278",N/A,N/A,True
Lake Placid,1999,R,16 Jul 1999,82 min,"Action, Comedy, Horror",Steve Miner,David E. Kelley,"Bridget Fonda, Bill Pullman, Oliver Platt","Four people attempt to stop a gigantic crocodile, who is terrorizing residents in Black Lake, Maine.",English,"United States, Canada",N/A,https://m.media-amazon.com/images/M/MV5BNzY3NTk4NjYtODIzMS00YmM5LWFiODUtZDUxNThjNTNiZGRjXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '47%'}, {'Source': 'Metacritic', 'Value': '34/100'}]",34,5.8,"66,887",tt0139414,movie,N/A,"$31,770,414",N/A,N/A,True
Lucky Number Slevin,2006,R,07 Apr 2006,110 min,"Crime, Drama, Thriller",Paul McGuigan,Jason Smilovic,"Josh Hartnett, Ben Kingsley, Morgan Freeman","A case of mistaken identity lands Slevin into the middle of a war being plotted by two of the city's most rival crime bosses. Under constant surveillance by Detective Brikowski and assassin Goodkat, he must get them before they ge...",English,"United Kingdom, Germany, Canada, United States",5 wins & 4 nominations total,https://m.media-amazon.com/images/M/MV5BNzJkYjA4YjEtMTZlZi00NjFjLTgwNDMtN2VhYTY0MDU3ZjcwXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Metacritic', 'Value': '53/100'}]",53,7.7,"330,646",tt0425210,movie,26 Sep 2006,"$22,495,466",N/A,N/A,True
The Right Stuff,1983,PG,17 Feb 1984,193 min,"Adventure, Biography, Drama",Philip Kaufman,"Philip Kaufman, Tom Wolfe","Sam Shepard, Scott Glenn, Ed Harris","The U.S. space program's development from the breaking of the sound barrier to selection of the Mercury 7 astronauts, from a group of test pilots with a more seat-of-the-pants approach than the program's more cautious engineers pr...","English, Russian, Spanish",United States,Won 4 Oscars. 12 wins & 16 nominations total,https://m.media-amazon.com/images/M/MV5BZmNiMWIxZDEtYWE0Zi00YzU5LTk4NzctNmE2YThiMGUzYzlkXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '96%'}, {'Source': 'Metacritic', 'Value': '91/100'}]",91,7.8,"67,160",tt0086197,movie,N/A,"$21,192,102",N/A,N/A,True
Anonymous,2011,PG-13,28 Oct 2011,130 min,"Drama, Thriller",Roland Emmerich,John Orloff,"Rhys Ifans, Vanessa Redgrave, David Thewlis","The theory that it was in fact Edward De Vere, Earl of Oxford, who penned Shakespeare's plays. Set against the backdrop of the succession of Queen Elizabeth I and the Essex rebellion against her.","English, French, Italian, Greek, Ancient (to 1453)","United Kingdom, Germany, United States",Nominated for 1 Oscar. 7 wins & 12 nominations total,https://m.media-amazon.com/images/M/MV5BMjAxOTA5MTMxOV5BMl5BanBnXkFtZTcwNDI4MzU0NQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '47%'}, {'Source': 'Metacritic', 'Value': '50/100'}]",50,6.8,"42,730",tt1521197,movie,N/A,"$4,463,292",N/A,N/A,True
The NeverEnding Story,1984,PG,20 Jul 1984,102 min,"Adventure, Drama, Family",Wolfgang Petersen,"Wolfgang Petersen, Herman Weigel, Michael Ende","Noah Hathaway, Barret Oliver, Tami Stronach",A troubled boy dives into a wondrous fantasy world through the pages of a mysterious book.,English,"West Germany, United States",5 wins & 9 nominations total,https://m.media-amazon.com/images/M/MV5BYzE0Y2E0NGYtYzRmMy00ZDRjLTk1NDItNjZjYTMyMmJjMGYxXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '84%'}, {'Source': 'Metacritic', 'Value': '49/100'}]",49,7.3,"163,133",tt0088323,movie,N/A,"$20,192,381",N/A,N/A,True
Dark City,1998,R,27 Feb 1998,100 min,"Fantasy, Mystery, Sci-Fi",Alex Proyas,"Alex Proyas, Lem Dobbs, David S. Goyer","Rufus Sewell, Kiefer Sutherland, Jennifer Connelly","A man struggles with memories of his past, which include a wife he cannot remember and a nightmarish world no one else ever seems to wake up from.",English,"Australia, United States",12 wins & 19 nominations total,https://m.media-amazon.com/images/M/MV5BMTFhMmE1YzgtNTFhYS00MTRlLWI3ZDMtMWJkMTBmOWMzOTk5XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Metacritic', 'Value': '66/100'}]",66,7.6,"219,091",tt0118929,movie,N/A,"$14,378,331",N/A,N/A,True
The Duchess,2008,PG-13,10 Oct 2008,110 min,"Biography, Drama, History",Saul Dibb,"Jeffrey Hatcher, Anders Thomas Jensen, Saul Dibb","Keira Knightley, Ralph Fiennes, Dominic Cooper","A chronicle of the life of 18th-century aristocrat Georgiana, Duchess of Devonshire, who was revered for her extravagant political and personal life.",English,"United Kingdom, Italy, France, United States",Won 1 Oscar. 8 wins & 21 nominations total,https://m.media-amazon.com/images/M/MV5BMTU1MTQzMjgzNl5BMl5BanBnXkFtZTcwNTQxMzk3MQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '62%'}, {'Source': 'Metacritic', 'Value': '62/100'}]",62,6.9,"88,660",tt0864761,movie,N/A,"$13,848,978",N/A,N/A,True
The Honeymooners,2005,PG-13,10 Jun 2005,90 min,"Comedy, Family, Romance",John Schultz,"Danny Jacobson, David Sheffield, Barry W. Blaustein","Cedric The Entertainer, Mike Epps, Gabrielle Union","Working class New York bus driver Ralph Kramden is always coming up with get-rich-quick schemes for him and his best friend, Ed Norton, who's always around to help him get in (and out of) trouble.",English,"Germany, United States",1 win & 3 nominations,https://m.media-amazon.com/images/M/MV5BMTg4NTcyMjYyM15BMl5BanBnXkFtZTcwNjIwODgyMQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '3.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '13%'}, {'Source': 'Metacritic', 'Value': '31/100'}]",31,3.5,"7,612",tt0373908,movie,N/A,"$12,843,849",N/A,N/A,True
Return to Oz,1985,PG,21 Jun 1985,113 min,"Adventure, Family, Fantasy",Walter Murch,"Walter Murch, Gill Dennis, L. Frank Baum","Fairuza Balk, Nicol Williamson, Jean Marsh","Dorothy, saved from a psychiatric experiment by a mysterious girl, is somehow called back to Oz when a vain witch and the Nome King destroy everything that makes the magical land beautiful.",English,"United Kingdom, United States",Nominated for 1 Oscar. 6 nominations total,https://m.media-amazon.com/images/M/MV5BZWQ5ZTcyNTUtMzA2Yy00NDJmLTk2MGUtOTMxZDVmNjE3NDQ4XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '58%'}, {'Source': 'Metacritic', 'Value': '42/100'}]",42,6.8,"31,787",tt0089908,movie,N/A,"$11,137,801",N/A,N/A,True
The Newton Boys,1998,PG-13,27 Mar 1998,122 min,"Action, Crime, Drama",Richard Linklater,"Claude Stanush, Richard Linklater, Clark Walker","Matthew McConaughey, Ethan Hawke, Skeet Ulrich","The story of the Newton gang, the most successful bank robbers in history, owing to their good planning and minimal violence.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMTAwN2Y4ODgtM2IxZS00MDg4LThhOTEtMzE1YjFlYjljZGY0XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '65%'}, {'Source': 'Metacritic', 'Value': '57/100'}]",57,6.1,"12,766",tt0120769,movie,N/A,"$10,452,012",N/A,N/A,True
Case 39,2009,R,01 Oct 2010,109 min,"Horror, Mystery, Thriller",Christian Alvart,Ray Wright,"Renée Zellweger, Ian McShane, Jodelle Ferland","A social worker fights to save a girl from her abusive parents, only to discover that the situation is more dangerous than she expected.",English,"Canada, United States",3 nominations total,https://m.media-amazon.com/images/M/MV5BNTA4NDUyOTE5NV5BMl5BanBnXkFtZTcwOTQ3NzY3Mw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '22%'}, {'Source': 'Metacritic', 'Value': '25/100'}]",25,6.2,"95,746",tt0795351,movie,N/A,"$13,261,851",N/A,N/A,True
Suspect Zero,2004,R,27 Aug 2004,99 min,"Crime, Horror, Mystery",E. Elias Merhige,"Zak Penn, Billy Ray","Aaron Eckhart, Ben Kingsley, Carrie-Anne Moss",A mysterious serial killer is preying on other serial killers and one FBI agent suspects there may be more to the vigilante than the obvious characteristics.,English,"United Kingdom, Germany, United States",N/A,https://m.media-amazon.com/images/M/MV5BNjYwMDBkNTgtNzY1ZC00ODQyLTk0OTgtZWJjMDVlMjMxNzVmXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '17%'}, {'Source': 'Metacritic', 'Value': '37/100'}]",37,5.8,"21,671",tt0324127,movie,N/A,"$8,725,813",N/A,N/A,True
Martian Child,2007,PG,02 Nov 2007,106 min,"Comedy, Drama, Family",Menno Meyjes,"Seth Bass, Jonathan Tolins, David Gerrold","John Cusack, Amanda Peet, Bobby Coleman","A science-fiction writer, recently widowed, considers whether to adopt a hyper-imaginative 6-year-old abandoned and socially rejected boy who says he's really from Mars.",English,United States,2 nominations,https://m.media-amazon.com/images/M/MV5BMjExMDAxNzYzNV5BMl5BanBnXkFtZTcwMDQ3MDU1MQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '35%'}, {'Source': 'Metacritic', 'Value': '48/100'}]",48,6.7,"21,093",tt0415965,movie,N/A,"$7,500,310",N/A,N/A,True
Money Monster,2016,R,13 May 2016,98 min,"Action, Crime, Drama",Jodie Foster,"Jamie Linden, Alan DiFiore, Jim Kouf","George Clooney, Julia Roberts, Jack O'Connell",Financial TV host Lee Gates and his producer Patty are put in an extreme situation when an irate investor takes them and their crew as hostage.,"English, Korean, Icelandic, Russian",United States,2 nominations,https://m.media-amazon.com/images/M/MV5BMTgzMjU1NDUwMl5BMl5BanBnXkFtZTgwODg1NjY0ODE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '59%'}, {'Source': 'Metacritic', 'Value': '55/100'}]",55,6.5,"107,787",tt2241351,movie,N/A,"$41,012,075",N/A,N/A,True
Formula 51,2001,R,18 Oct 2002,93 min,"Action, Comedy, Crime",Ronny Yu,Stel Pavlou,"Samuel L. Jackson, Robert Carlyle, Emily Mortimer",An American master chemist plans to score big on a once in a lifetime drug deal. All does not go as planned and he is soon entangled in a web of deceit.,English,"United Kingdom, Canada, United States",1 nomination total,https://m.media-amazon.com/images/M/MV5BMTg5NzU4NjEwNV5BMl5BanBnXkFtZTYwNTk4NzM3._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '26%'}, {'Source': 'Metacritic', 'Value': '23/100'}]",23,6.3,"51,519",tt0227984,movie,N/A,"$5,204,007",N/A,N/A,True
